author,text,is_fake,rating,position
Юрій Бойко,Журналісти повідомили про нові досягнення у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.747,журналіст
Іван Петренко,"Експерти заявили, що енергетична безпека розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.499,редактор
Patriot_True,У соцмережах поширюється чутка про розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.241,інтернет-коментатор
CV19_OpenEyes,"Відео у TikTok показує, що нові освітні програми призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.68,користувач соцмереж
HiddenSource,"Анонімні джерела повідомляють, що енергетична безпека знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.311,активіст
Юрій Бойко,Міністерство оприлюднило звіт про стан економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.811,редактор
Іван Петренко,Журналісти повідомили про нові досягнення у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.444,редактор
Іван Петренко,Офіційні джерела підтвердили позитивні зміни у сфері енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.656,аналітик новин
Patriot_True,"Анонімні джерела повідомляють, що політична реформа знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.3,блогер
Наталія Гнатюк,"Експерти заявили, що енергетична безпека розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.668,редактор
Іван Петренко,"Анонімні джерела повідомляють, що нові освітні програми знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.537,інтернет-коментатор
Олена Ковальчук,Офіційні джерела підтвердили позитивні зміни у сфері сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.567,аналітик новин
CV19_OpenEyes,"Користувачі мережі стверджують, що уряд приховує дані про сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.667,інтернет-коментатор
Юрій Бойко,"Експерти заявили, що сучасна медицина розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.94,журналіст
Марія Іванчук,Міністерство оприлюднило звіт про стан нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.668,аналітик новин
Андрій Сидоренко,"Відео у TikTok показує, що політична реформа призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.698,інтернет-коментатор
Марія Іванчук,Міністерство оприлюднило звіт про стан нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.885,журналіст
RealTruth,"Відео у TikTok показує, що розвиток штучного інтелекту призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.428,користувач соцмереж
Наталія Гнатюк,"Експерти заявили, що сучасна медицина розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.765,редактор
Patriot_True,"Анонімні джерела повідомляють, що економіка України знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.597,активіст
Наталія Гнатюк,"Анонімні джерела повідомляють, що нові освітні програми знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.316,блогер
Андрій Сидоренко,Журналісти повідомили про нові досягнення у сфері нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.814,редактор
Олена Ковальчук,"Анонімні джерела повідомляють, що політична реформа знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.228,користувач соцмереж
Марія Іванчук,"Відео у TikTok показує, що сучасна медицина призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.253,активіст
Юрій Бойко,Міністерство оприлюднило звіт про стан енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.673,репортер
RealTruth,"Відео у TikTok показує, що сучасна медицина призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.668,блогер
User123,"Анонімні джерела повідомляють, що нові освітні програми знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.655,активіст
Patriot_True,У соцмережах поширюється чутка про розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.315,блогер
Іван Петренко,"Анонімні джерела повідомляють, що нові освітні програми знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.11,інтернет-коментатор
Марія Іванчук,"Експерти заявили, що політична реформа розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.429,редактор
HiddenSource,"Користувачі мережі стверджують, що уряд приховує дані про економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.305,активіст
Олена Ковальчук,Офіційні джерела підтвердили позитивні зміни у сфері енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.641,репортер
User123,"Анонімні джерела повідомляють, що енергетична безпека знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.117,користувач соцмереж
Марія Іванчук,Офіційні джерела підтвердили позитивні зміни у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.842,аналітик новин
Іван Петренко,Журналісти повідомили про нові досягнення у сфері економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.436,редактор
User123,"Відео у TikTok показує, що сучасна медицина призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.367,інтернет-коментатор
Олена Ковальчук,"Анонімні джерела повідомляють, що економіка України знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.413,інтернет-коментатор
Наталія Гнатюк,Міністерство оприлюднило звіт про стан економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.805,журналіст
Наталія Гнатюк,У соцмережах поширюється чутка про розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.455,інтернет-коментатор
Олена Ковальчук,"Користувачі мережі стверджують, що уряд приховує дані про нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.479,активіст
Юрій Бойко,Міністерство оприлюднило звіт про стан розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.974,журналіст
Олена Ковальчук,"Відео у TikTok показує, що розвиток штучного інтелекту призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.656,активіст
Юрій Бойко,Журналісти повідомили про нові досягнення у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.478,аналітик новин
Іван Петренко,У соцмережах поширюється чутка про сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.43,блогер
Олена Ковальчук,"Відео у TikTok показує, що розвиток штучного інтелекту призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.391,користувач соцмереж
Наталія Гнатюк,"Відео у TikTok показує, що політична реформа призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.69,інтернет-коментатор
Андрій Сидоренко,Журналісти повідомили про нові досягнення у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.743,репортер
Андрій Сидоренко,Міністерство оприлюднило звіт про стан нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.67,журналіст
Patriot_True,"Відео у TikTok показує, що політична реформа призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.34,користувач соцмереж
Anonymous,"Відео у TikTok показує, що політична реформа призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.622,користувач соцмереж
Наталія Гнатюк,"Користувачі мережі стверджують, що уряд приховує дані про економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.431,інтернет-коментатор
HiddenSource,"Користувачі мережі стверджують, що уряд приховує дані про сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.265,користувач соцмереж
Марія Іванчук,У соцмережах поширюється чутка про нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.523,блогер
Patriot_True,"Анонімні джерела повідомляють, що економіка України знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.559,інтернет-коментатор
RealTruth,"Відео у TikTok показує, що економіка України призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.496,блогер
Марія Іванчук,Журналісти повідомили про нові досягнення у сфері нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.738,аналітик новин
User123,У соцмережах поширюється чутка про економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.336,інтернет-коментатор
Марія Іванчук,"Експерти заявили, що сучасна медицина розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.919,журналіст
Patriot_True,"Відео у TikTok показує, що енергетична безпека призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.147,активіст
Юрій Бойко,Журналісти повідомили про нові досягнення у сфері нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.877,редактор
Юрій Бойко,"Відео у TikTok показує, що політична реформа призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.277,блогер
Андрій Сидоренко,"Користувачі мережі стверджують, що уряд приховує дані про сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.657,блогер
User123,У соцмережах поширюється чутка про розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.226,блогер
Марія Іванчук,Міністерство оприлюднило звіт про стан енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.556,аналітик новин
Юрій Бойко,"Відео у TikTok показує, що політична реформа призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.405,користувач соцмереж
Юрій Бойко,"Експерти заявили, що політична реформа розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.774,репортер
Марія Іванчук,Офіційні джерела підтвердили позитивні зміни у сфері політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.962,редактор
Anonymous,"Користувачі мережі стверджують, що уряд приховує дані про нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.625,інтернет-коментатор
Андрій Сидоренко,Міністерство оприлюднило звіт про стан політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.756,журналіст
Іван Петренко,"Анонімні джерела повідомляють, що сучасна медицина знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.671,користувач соцмереж
Юрій Бойко,"Експерти заявили, що політична реформа розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.865,редактор
Олена Ковальчук,Офіційні джерела підтвердили позитивні зміни у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.875,аналітик новин
Іван Петренко,"Анонімні джерела повідомляють, що нові освітні програми знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.466,користувач соцмереж
Іван Петренко,"Експерти заявили, що економіка України розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.892,журналіст
Андрій Сидоренко,"Відео у TikTok показує, що нові освітні програми призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.357,користувач соцмереж
Наталія Гнатюк,Журналісти повідомили про нові досягнення у сфері політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.644,журналіст
Олена Ковальчук,Офіційні джерела підтвердили позитивні зміни у сфері нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.83,аналітик новин
Наталія Гнатюк,"Відео у TikTok показує, що сучасна медицина призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.306,блогер
Андрій Сидоренко,Міністерство оприлюднило звіт про стан нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.713,редактор
Олена Ковальчук,"Користувачі мережі стверджують, що уряд приховує дані про економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.197,активіст
Марія Іванчук,У соцмережах поширюється чутка про енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.503,інтернет-коментатор
Наталія Гнатюк,Журналісти повідомили про нові досягнення у сфері економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.759,аналітик новин
Марія Іванчук,У соцмережах поширюється чутка про сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.465,блогер
Андрій Сидоренко,Офіційні джерела підтвердили позитивні зміни у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.876,редактор
Марія Іванчук,У соцмережах поширюється чутка про енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.3,користувач соцмереж
Олена Ковальчук,"Користувачі мережі стверджують, що уряд приховує дані про політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.477,інтернет-коментатор
Юрій Бойко,Журналісти повідомили про нові досягнення у сфері нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.467,журналіст
Наталія Гнатюк,"Експерти заявили, що політична реформа розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.619,журналіст
Олена Ковальчук,"Експерти заявили, що економіка України розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.664,аналітик новин
Юрій Бойко,Журналісти повідомили про нові досягнення у сфері сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.785,аналітик новин
Іван Петренко,"Користувачі мережі стверджують, що уряд приховує дані про політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.537,блогер
Марія Іванчук,"Відео у TikTok показує, що розвиток штучного інтелекту призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.566,користувач соцмереж
Іван Петренко,У соцмережах поширюється чутка про розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.612,блогер
Іван Петренко,"Експерти заявили, що сучасна медицина розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.598,аналітик новин
User123,"Відео у TikTok показує, що сучасна медицина призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.411,користувач соцмереж
Іван Петренко,У соцмережах поширюється чутка про політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.438,інтернет-коментатор
Іван Петренко,Журналісти повідомили про нові досягнення у сфері сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.914,журналіст
Андрій Сидоренко,"Відео у TikTok показує, що економіка України призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.689,блогер
Іван Петренко,Офіційні джерела підтвердили позитивні зміни у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.777,журналіст
Patriot_True,"Відео у TikTok показує, що сучасна медицина призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.432,активіст
Іван Петренко,Офіційні джерела підтвердили позитивні зміни у сфері сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.947,редактор
Олена Ковальчук,Журналісти повідомили про нові досягнення у сфері політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.513,репортер
User123,"Анонімні джерела повідомляють, що енергетична безпека знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.51,користувач соцмереж
User123,"Анонімні джерела повідомляють, що економіка України знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.203,блогер
User123,"Користувачі мережі стверджують, що уряд приховує дані про розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.459,користувач соцмереж
CV19_OpenEyes,"Анонімні джерела повідомляють, що економіка України знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.289,блогер
Іван Петренко,Офіційні джерела підтвердили позитивні зміни у сфері економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.945,журналіст
Андрій Сидоренко,"Користувачі мережі стверджують, що уряд приховує дані про економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.12,активіст
Олена Ковальчук,Журналісти повідомили про нові досягнення у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.597,аналітик новин
Іван Петренко,У соцмережах поширюється чутка про економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.171,блогер
Іван Петренко,Міністерство оприлюднило звіт про стан економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.49,редактор
Patriot_True,У соцмережах поширюється чутка про розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.138,блогер
Іван Петренко,У соцмережах поширюється чутка про розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.238,інтернет-коментатор
Марія Іванчук,Журналісти повідомили про нові досягнення у сфері нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.601,аналітик новин
Іван Петренко,"Експерти заявили, що сучасна медицина розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.84,журналіст
Наталія Гнатюк,"Анонімні джерела повідомляють, що розвиток штучного інтелекту знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.527,активіст
CV19_OpenEyes,"Користувачі мережі стверджують, що уряд приховує дані про сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.389,користувач соцмереж
Юрій Бойко,"Відео у TikTok показує, що політична реформа призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.203,блогер
Андрій Сидоренко,"Користувачі мережі стверджують, що уряд приховує дані про нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.406,користувач соцмереж
Марія Іванчук,У соцмережах поширюється чутка про сучасна медицина. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.474,блогер
CV19_OpenEyes,"Користувачі мережі стверджують, що уряд приховує дані про політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.411,користувач соцмереж
Юрій Бойко,"Користувачі мережі стверджують, що уряд приховує дані про політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.545,користувач соцмереж
User123,"Користувачі мережі стверджують, що уряд приховує дані про нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.698,блогер
Марія Іванчук,"Анонімні джерела повідомляють, що енергетична безпека знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.32,активіст
User123,"Відео у TikTok показує, що економіка України призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.684,активіст
Марія Іванчук,Журналісти повідомили про нові досягнення у сфері нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.902,редактор
Юрій Бойко,Офіційні джерела підтвердили позитивні зміни у сфері енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.78,аналітик новин
Марія Іванчук,"Відео у TikTok показує, що енергетична безпека призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.62,блогер
Олена Ковальчук,Міністерство оприлюднило звіт про стан розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.477,аналітик новин
Іван Петренко,Міністерство оприлюднило звіт про стан нові освітні програми. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.898,журналіст
Олена Ковальчук,"Відео у TikTok показує, що нові освітні програми призведе до катастрофи. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.15,користувач соцмереж
Марія Іванчук,"Анонімні джерела повідомляють, що розвиток штучного інтелекту знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.322,користувач соцмереж
Марія Іванчук,Офіційні джерела підтвердили позитивні зміни у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.636,редактор
Наталія Гнатюк,Офіційні джерела підтвердили позитивні зміни у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.735,редактор
Андрій Сидоренко,У соцмережах поширюється чутка про розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.255,блогер
Юрій Бойко,"Анонімні джерела повідомляють, що політична реформа знаходиться під загрозою. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.135,блогер
Іван Петренко,Журналісти повідомили про нові досягнення у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.72,репортер
Марія Іванчук,"Користувачі мережі стверджують, що уряд приховує дані про політична реформа. Експерти радять перевіряти джерела інформації перед поширенням новин.",1,0.351,користувач соцмереж
CV19_OpenEyes,У соцмережах поширюється чутка про енергетична безпека. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.154,інтернет-коментатор
Наталія Гнатюк,Офіційні джерела підтвердили позитивні зміни у сфері розвиток штучного інтелекту. Експерти радять перевіряти джерела інформації перед поширенням новин.,0,0.839,репортер
HiddenSource,У соцмережах поширюється чутка про економіка України. Експерти радять перевіряти джерела інформації перед поширенням новин.,1,0.432,інтернет-коментатор
Марія Іванчук,"Експерти заявили, що розвиток штучного інтелекту розвивається стабільно. Експерти радять перевіряти джерела інформації перед поширенням новин.",0,0.809,редактор
